name,rating,review_count,price,categories,address,latitude,longitude,yelp_url,score,price_level
Boba 5,4.5,2,,"Bubble Tea, Japanese Curry, Hawaiian","238 S Arroyo Pkwy, Pasadena, CA 91105",34.141709,-118.147097,https://www.yelp.com/biz/boba-5-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,4.943755299006493,Unknown
Sunmerry Bakery Café,3.5,136,$,"Bakeries, Coffee & Tea, Bubble Tea","400 S Baldwin Ave, Ste G1, Arcadia, CA 91007",34.13324033529458,-118.0524652556324,https://www.yelp.com/biz/sunmerry-bakery-caf%C3%A9-arcadia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,17.219933240398436,Low
Panda Express + Tea Bar,3.3,232,$$,"Chinese, Fast Food, Bubble Tea","216 S Lake Ave, Pasadena, CA 91101",34.14088,-118.132055,https://www.yelp.com/biz/panda-express-tea-bar-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,17.98842689676681,Medium
Quickly,3.4,178,$,"Coffee & Tea, Bubble Tea","9445 E Las Tunas Dr, Temple City, CA 91780",34.10689281111357,-118.06485660348744,https://www.yelp.com/biz/quickly-temple-city?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,17.637111739858565,Low
Yummeet Hunan Restaurant,4.0,25,,"Chinese, Bubble Tea","8450 Garvey Ave, Ste 102, Rosemead, CA 91770",34.0623932,-118.0845595,https://www.yelp.com/biz/yummeet-hunan-restaurant-rosemead?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,13.032386152085929,Unknown
It's Boba Time - Arcadia,4.0,85,$$,"Bubble Tea, Juice Bars & Smoothies, Acai Bowls","400 South Baldwin Ave, Arcadia, CA 91007",34.134923,-118.050996,https://www.yelp.com/biz/its-boba-time-arcadia-arcadia-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,17.81738918501403,Medium
Bobablastic,4.9,29,,"Bubble Tea, Desserts","730 S Myrtle Ave, Monrovia, CA 91016",34.14406,-118.00076,https://www.yelp.com/biz/bobablastic-monrovia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,16.665867170144562,Unknown
Boba & Eats,4.9,33,$,"Bubble Tea, Coffee & Tea, Ramen","10990 Lower Azusa Rd, Unit 3, El Monte, CA 91731",34.09189481343551,-118.02753990475964,https://www.yelp.com/biz/boba-and-eats-el-monte-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,17.279166570619193,Low
Stinky Boba,4.2,73,,Bubble Tea,"506 S Myrtle Ave, Monrovia, CA 91016",34.14672,-118.00051495395212,https://www.yelp.com/biz/stinky-boba-monrovia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,18.07707339145751,Unknown
Mom's Bakery & Tea House,4.1,48,$,"Bakeries, Bubble Tea","11850 E Valley Blvd, Ste 214, El Monte, CA 91732",34.0635787493257,-118.02162688833494,https://www.yelp.com/biz/moms-bakery-and-tea-house-el-monte-7?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,15.956463222253568,Low
Monja Taiker,4.0,127,$$,"Taiwanese, Desserts, Bubble Tea","103 E Huntington Dr, Arcadia, CA 91006",34.140268,-118.028082,https://www.yelp.com/biz/monja-taiker-arcadia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,19.408121055678468,Medium
Tapioca Express,3.4,214,$,"Coffee & Tea, Juice Bars & Smoothies, Bubble Tea","228 W Valley Blvd, Ste 105, Alhambra, CA 91801",34.07831355920254,-118.12485243005878,https://www.yelp.com/biz/tapioca-express-alhambra-4?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,18.260169295634054,Low
Cup of Cha Tea House,0.0,0,,"Bubble Tea, Caterers","521 S Myrtle Ave Unit, Monrovia, CA 91016",34.146284,-118.001273,https://www.yelp.com/biz/cup-of-cha-tea-house-monrovia-5?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,0.0,Unknown
Little Dimples Playground & Cafe,4.2,255,$,"Indoor Playcenter, Bubble Tea, Venues & Event Spaces","1415 N Montebello Blvd, Montebello, CA 90640",34.033587399921,-118.095250949264,https://www.yelp.com/biz/little-dimples-playground-and-cafe-montebello?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,23.289745266814162,Low
Prinkipia,3.9,46,$,"Coffee & Tea, Bubble Tea, Juice Bars & Smoothies","2134 Montebello Town Ctr, Montebello, CA 90640",34.03593650000001,-118.08411565104753,https://www.yelp.com/biz/prinkipia-montebello?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,15.015575646669227,Low
Got Boba,3.7,118,$,"Juice Bars & Smoothies, Bubble Tea","421 N Atlantic Blvd, Ste 104, Monterey Park, CA 91754",34.06735,-118.13483,https://www.yelp.com/biz/got-boba-monterey-park-3?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,17.68275692451266,Low
E@cup,3.4,51,$,"Bubble Tea, Chinese","10138 E Garvey Ave, Ste B, El Monte, CA 91733",34.0620937,-118.04764508159732,https://www.yelp.com/biz/e-cup-el-monte?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,13.434228643176853,Low
PokeMIX,3.9,556,$$,"Hawaiian, Bubble Tea, Poke","99 S Lake Ave, Ste 102, Pasadena, CA 91101",34.14392902281603,-118.13255798569529,https://www.yelp.com/biz/pokemix-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,24.658004435716407,Medium
Señor Wok,3.5,43,$,"Chinese, Bubble Tea, Salad","5440 Whittier Blvd, Los Angeles, CA 90022",34.01905626131944,-118.1527849,https://www.yelp.com/biz/se%C3%B1or-wok-los-angeles-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,13.244663718713914,Low
QQ Kitchen,3.7,213,$$,"Taiwanese, Noodles, Bubble Tea","9441 1/2 Las Tunas Dr, Temple City, CA 91780",34.1068917395694,-118.065102082062,https://www.yelp.com/biz/qq-kitchen-temple-city?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,19.85411125558085,Medium
Little House Boba,3.6,15,,"Coffee & Tea, Sandwiches, Bubble Tea","2650 Rosemead Blvd, Unit B, South El Monte, CA 91733",34.06045,-118.06382,https://www.yelp.com/biz/little-house-boba-south-el-monte-8?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,9.981319400063212,Unknown
My Friends Cafe,4.7,105,,"Acai Bowls, Bubble Tea, Juice Bars & Smoothies","1 Kersting Ct, Sierra Madre, CA 91024",34.16244,-118.052922,https://www.yelp.com/biz/my-friends-cafe-sierra-madre-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,21.918163742326715,Unknown
J & B Donuts,4.7,22,$,"Donuts, Ice Cream & Frozen Yogurt, Bubble Tea","2345 Whittier Blvd, Montebello, CA 90640",34.0133788445075,-118.126443474835,https://www.yelp.com/biz/j-and-b-donuts-montebello?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,14.736822814867004,Low
Janejira Thai Bistro,4.4,475,$$,"Thai, Bubble Tea, Juice Bars & Smoothies","754 E Colorado Blvd, Pasadena, CA 91101",34.1455399,-118.13476,https://www.yelp.com/biz/janejira-thai-bistro-pasadena-6?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,27.12783855861825,Medium
BMC Pho,3.2,223,$,"Vietnamese, Noodles, Bubble Tea","11016 Lower Azusa Rd, El Monte, CA 91731",34.0918956,-118.0256412,https://www.yelp.com/biz/bmc-pho-el-monte-10?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,17.31726736593613,Low
Tasty Bowl,4.4,139,$$,"Japanese, Bubble Tea, Korean","2603 Tyler Ave, El Monte, CA 91733",34.058721,-118.035855,https://www.yelp.com/biz/tasty-bowl-el-monte-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,21.74322665948094,Medium
Sunny Express,2.9,48,$,"Chinese, Bubble Tea, Fast Food","9930 E Garvey Ave, El Monte, CA 91733",34.0627016587127,-118.051741554637,https://www.yelp.com/biz/sunny-express-el-monte-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,11.286278864520817,Low
